,title,directors,scraptwriter,type,country,language,date,flength,rate
1232,小丑回魂2 It: Chapter Two,安德斯·穆斯切蒂,加里·多伯曼 斯蒂芬·金,剧情恐怖奇幻,加拿大美国,英语,2019-09-06(美国),169分钟,6.4
1233,小偷阿星,楚原,郑忠泰,剧情喜剧,中国,粤语,1990-06-16,88分钟,6.5
1234,小公主 A Little Princess,阿方索·卡隆,弗朗西丝·霍奇森·伯内特 理查德·拉·格拉文斯 Elizabeth Chandler,剧情奇幻,美国,英语法语,1995-05-10(美国),97 分钟,8.5
1235,小公女 소공녀,全高云,全高云,剧情喜剧爱情,韩国,韩语,2017-10(釜山电影节)2018-03-22(韩国),106分钟,7.9
1236,小兵张嘎,崔嵬欧阳红樱,徐光耀,剧情儿童战争,中国,汉语普通话,,101分钟,7.8
1237,小叮当 Tinker Bell,布拉德利·雷蒙德,杰弗里·M·霍华德 布拉德利·雷蒙德 J·M·巴利,喜剧动画奇幻冒险,美国,英语,2008-10-28(美国),78分钟,8.0
1238,小叮当：拯救精灵大作战 Tinker Bell and the Great Fairy Rescue,布拉德利·雷蒙德,鲍勃·赫金博格 罗布·缪尔 乔·安索拉比赫勒 保罗·杰曼 布拉德利·雷蒙德 杰弗里·M·霍华德,喜剧动画奇幻冒险,美国,英语,2010-09-21(美国),76分钟,8.1
1239,小叮当：永无兽传奇 Tinker Bell and the Legend of the NeverBeast,史蒂夫·伦特,汤姆·罗杰斯 罗伯特·斯库利 马克·麦科克尔 凯特·康杜尔 史蒂夫·伦特,动画奇幻冒险灾难,美国,英语,2014-12-12(英国)2014-12-19(美国),76分钟,8.1
1240,小叮当：羽翼之谜 Secret of the Wings,罗伯茨·甘纳韦佩吉·霍姆斯,罗伯茨·甘纳韦 佩吉·霍姆斯 瑞恩·罗依 汤姆·罗杰斯,喜剧动画奇幻冒险,美国,英语,2012-10-23(美国),75分钟,8.2
1241,小妇人 Little Women,格蕾塔·葛韦格,格蕾塔·葛韦格 路易莎·梅·奥尔科特,剧情爱情,美国,英语,2020-08-25(中国大陆)2019-12-25(美国),135分钟,8.1
1242,小姐 아가씨,朴赞郁,郑瑞景 朴赞郁 莎拉·沃特丝,剧情悬疑情色同性,韩国,韩语日语,2016-05-14(戛纳电影节)2016-06-01(韩国),145分钟,8.3
1243,小姐与流浪汉 Lady and the Tramp,克莱德·杰洛尼米汉密尔顿·卢斯科威尔弗雷德·杰克逊,沃德·格林 厄尔德曼·彭纳 乔·里纳尔迪 拉尔夫·赖特 多恩·达格雷迪,喜剧爱情动画冒险,美国,英语,1955-06-16(芝加哥首映)1955-06-22(美国),76分钟,8.5
1244,小姐好白 White Chicks,基伦·埃弗瑞·韦恩斯,Andrew McElfresh 基伦·埃弗瑞·韦恩斯,喜剧犯罪,美国,英语,2004-06-23(美国),109 分钟,7.2
1245,小委托人 어린 의뢰인,张圭声,闵敬恩,剧情犯罪,韩国,韩语,2019-05-22(韩国),114分钟,8.1
1246,小小的愿望,田羽生,田羽生 大宽 大广,剧情喜剧,中国,汉语普通话,2019-09-12(中国大陆),107分钟,5.1
1247,小情书,乔梁,宋丽颖,剧情爱情,中国,汉语普通话,2017-05-19(中国大陆),100分钟,6.2
1248,小戏骨：放开那三国,潘礼平邹江尹俊欢,邢育森 高翔,剧情儿童历史古装,中国,汉语普通话,2017-08-28(中国大陆),104分钟,8.0
1249,小戏骨：白蛇传,潘礼平陆剑梅刘玉洁,刘玉洁,剧情儿童古装,中国,汉语普通话,2016-10-02(中国大陆),88分钟,8.4
1250,小时代2：青木时代,郭敬明,郭敬明,剧情喜剧爱情,中国,汉语普通话,2013-08-08(中国大陆),116分钟,5.0
1251,小时代3：刺金时代,郭敬明,郭敬明,剧情喜剧爱情,中国,汉语普通话英语,2014-07-17(中国大陆),126分钟,4.6
1252,小时代4：灵魂尽头,郭敬明,郭敬明,喜剧爱情,中国,汉语普通话,2015-07-09(中国大陆),116分钟,4.8
1253,小树的故事 The Education of Little Tree,理查德·弗雷登伯格,Don Sipes 小厄尔·哈姆纳 福里斯特·卡特,剧情,加拿大,英语,1997-12-25,116分钟,8.6
1254,小森林 冬春篇 リトル・フォレスト 冬・春,森淳一,森淳一 五十岚大介,剧情,日本,日语,2015-02-14(日本),120分钟,9.0
1255,小森林 夏秋篇 リトル・フォレスト 夏・秋,森淳一,森淳一 五十岚大介,剧情,日本,日语,2014-08-30(日本),111分钟,9.0
1256,小森林 리틀 포레스트,林顺礼,黄成求,剧情,韩国,韩语,2018-02-28(韩国),103分钟,7.4
1257,小武,贾樟柯,贾樟柯,剧情,中国香港中国大陆,晋语汉语普通话,1998-02-18(柏林电影节),108分钟,8.4
1258,小熊维尼 Winnie the Pooh,斯蒂芬·安德森唐·霍尔,斯蒂芬·安德森 克莱奥·蒋 唐·多尔蒂 唐·霍尔 肯德勒·霍耶 布莱恩·克辛格 妮科尔·米切尔 杰瑞米·斯皮尔斯 A·A·米尔恩 厄内斯特·谢巴德,喜剧动画冒险,美国,英语,2011-04-06(比利时)2011-07-15(美国),63分钟,8.0
1259,小熊维尼历险记 The Many Adventures of Winnie the Pooh,约翰·朗斯伯里沃夫冈·雷瑟曼,A·A·米尔恩 Eric Cleworth Julius Svendsen 拉里·克莱蒙斯 拉尔夫·赖特 万斯·格里 Xavier Atencio 肯·安德森 泰德·伯曼 温斯顿·希布勒,动画歌舞奇幻,美国,英语,1977-07-16,74 分钟,8.4
1260,小猪宝贝 Babe,克里斯·努安,乔治·米勒 克里斯·努安,喜剧奇幻冒险,澳大利亚美国,英语,1995-08-04,89 分钟,8.1
1261,小男孩 Little Boy,亚历杭德罗·戈麦斯·蒙特维尔德,亚历杭德罗·戈麦斯·蒙特维尔德 佩佩·波蒂略,剧情喜剧战争,墨西哥美国,英语,2015-04-24(美国),106分钟,8.3
1262,小红帽 Red Riding Hood,凯瑟琳·哈德威克,David Johnson,剧情爱情惊悚奇幻,美国加拿大,英语,2011-03-11(美国)2011-04-15(英国),100分钟,5.7
1263,小羊肖恩2：末日农场 A Shaun the Sheep Movie: Farmageddon,威尔·比彻理查德·费兰,Jon Brown 马克·伯顿 尼克·帕克,喜剧科幻动画冒险,英国法国美国,英语,2019-12-28(中国大陆)2019-09-26(德国)2019-10-18(英国),87分钟,7.7
1264,小美人鱼2：重返大海 The Little Mermaid II: Return to the Sea,Jim Kammerud,伊丽莎白·安德森,动画歌舞家庭奇幻,美国加拿大澳大利亚,英语,2000-08-31,75 分钟,7.4
1265,小美人鱼3：爱丽儿的起源 The Little Mermaid: Ariel's Beginning,Peggy Holmes,Robert Reece Evan Spiliotopoulos,动画家庭奇幻,美国,英语,2008-08-26,USA: 77 分钟,7.6
1266,小花的味噌汤 はなちゃんのみそ汁,阿久根知昭,阿久根知昭,剧情,日本,日语,2015-12-19(日本),118分钟,7.7
1267,小门神,王微,王微,喜剧动画奇幻,中国,汉语普通话,2016-01-01(中国大陆),107分钟,6.9
1268,小鞋子 بچههای آسمان,马基德·马基迪,马基德·马基迪,剧情家庭儿童,伊朗,波斯语,1997-02(伊朗)1999-01-22(美国),89分钟,9.2
1269,小飞侠 Peter Pan,克莱德·杰洛尼米威尔弗雷德·杰克逊汉密尔顿·卢斯科,J·M·巴利 特德·西尔斯 厄尔德曼·彭纳 比尔·皮特 温斯顿·希布勒 乔·里纳尔迪 米尔特·班塔 拉尔夫·赖特 威廉·科特雷尔,动画歌舞奇幻冒险,美国,英语美国手语,1953-02-05(美国),77分钟,8.4
1270,小飞侠 小飛俠,林伟伦,刘俊纬 卓冰 司徒慧焯 梁伟庭,喜剧,中国,粤语,1995-03-25(中国香港),88分钟,6.8
1271,小飞侠彼得潘 Peter Pan,P·J·霍根,P·J·霍根 迈克尔·戈登伯格 J·M·巴利,剧情儿童奇幻冒险,英国澳大利亚美国新西兰,英语,2003-12-09(英国首映)2003-12-18(澳大利亚)2003-12-25(美国)2003,113分钟,8.1
1272,小飞侠：幻梦启航 Pan,乔·赖特,贾森·福克斯 J·M·巴利,动作奇幻冒险,美国英国澳大利亚,英语,2015-10-22(中国大陆)2015-09-24(澳大利亚)2015-10-09(美国)2015,111分钟,6.1
1273,小飞象 Dumbo,蒂姆·波顿,伊伦·克鲁格,奇幻冒险,美国,英语,2019-03-29(美国/中国大陆),112分钟,6.7
1274,小鬼当家 Home Alone,克里斯·哥伦布,约翰·休斯,喜剧家庭犯罪,美国,英语,1990-11-16,103分钟,8.3
1275,小鬼当家2 Home Alone 2: Lost in New York,克里斯·哥伦布,约翰·休斯,喜剧家庭犯罪,美国,英语,1992-11-20(美国),120分钟,8.0
1276,小鬼当家3 Home Alone 3,拉加·高斯内尔,约翰·休斯,喜剧家庭犯罪,美国,英语波兰语,1997-12-12,102 分钟,7.7
1277,小鬼当家4 Home Alone 4,罗德·丹尼尔,约翰·休斯 德布拉·弗兰克 史蒂夫·L·海斯,喜剧家庭犯罪,美国,英语,2002-11-03(美国),84分钟,6.8
1278,小鬼当街 Baby's Day Out,帕特里克·里德·约翰逊,约翰·休斯,喜剧冒险,美国,英语,1994-07-01(美国),99 分钟,8.2
1279,小鸡快跑 Chicken Run,彼得·洛德尼克·帕克,彼得·洛德 尼克·帕克 凯瑞·柯克帕特里克 马克·伯顿 约翰·奥法雷尔,喜剧动画家庭,英国美国,英语,2001-02-01(中国大陆)2000-06-30(英国),84 分钟,7.6
1280,小鹿斑比 Bambi,戴维·汉德詹姆斯·阿尔格塞缪尔·阿姆斯特朗格雷厄姆·海德比尔·罗伯茨保罗·萨特菲尔德诺曼·莱特,费利克斯·扎尔滕 佩斯·皮尔斯 拉里·莫里 弗农·斯托林斯 Melvin Shaw,剧情动画,美国,英语,1942-08-21(美国),70分钟,8.5
1281,小黄人大眼萌 Minions,凯尔·巴尔达皮埃尔·柯芬,布莱恩·林奇,喜剧动画,美国,英语西班牙语,2015-09-13(中国大陆)2015-07-10(美国),91分钟,7.6
1282,少年,杨树鹏,卢文莹,悬疑犯罪,中国,汉语普通话,2016-12-16(中国大陆),111分钟,5.8
1283,少年巴比伦,相国强,陈建忠 路内,剧情喜剧爱情,中国,汉语普通话,2017-01-13(中国大陆)2015-06-18(上海电影节),96分钟,6.8
1284,少年斯派维的奇异旅行 The Young and Prodigious T.S. Spivet,让-皮埃尔·热内,让-皮埃尔·热内 纪尧姆·洛朗 雷夫·拉森,剧情家庭冒险,法国加拿大,英语,2013-10-16(法国),105分钟,8.5
1285,少年汉尼拔 Hannibal Rising,彼得·韦柏,托马斯·哈里斯,惊悚犯罪,英国捷克法国意大利,英语德语俄语,2007-02-07(法国)2007-02-09(英国/意大利),121 分钟,7.3
1286,少数派报告 Minority Report,史蒂文·斯皮尔伯格,斯科特·弗兰克 乔恩·科恩 菲利普·K·迪克,科幻惊悚犯罪,美国,英语瑞典语,2002-06-21(美国),145分钟,7.8
1287,少林寺,张鑫炎,卢兆璋 薛后,动作武侠古装,中国,汉语普通话,1982-01-21(中国香港)1982-02-01(中国大陆),95分钟,8.2
1288,少林小子,张鑫炎,梁治强 何树华,喜剧动作武侠古装,中国,粤语,1984-01-26(中国香港),103分钟,7.1
1289,少林足球,周星驰,周星驰 曾瑾昌 冯勉恒 冯志强 卢薇,喜剧动作运动,中国香港中国大陆,粤语,2001-07-12(中国香港),113分钟,7.9
1290,尖峰时刻2 Rush Hour 2,布莱特·拉特纳,杰夫·内桑森 罗斯·拉曼纳,喜剧动作惊悚犯罪,美国,英语汉语普通话粤语,2001-08-03(美国),90分钟,6.9
1291,尖峰时刻4 Rush Hour 4,罗斯·拉曼纳,成龙 克里斯·塔克,喜剧动作惊悚犯罪,美国,英语,,,
1292,尸人庄杀人事件 屍人荘の殺人,木村尚,莳田光治 今村昌弘 Masahiro Imamura,剧情悬疑惊悚,日本,日语,2019-12-13(日本),120分钟,5.6
1293,尸家重地 屍家重地,刘镇伟,刘镇伟,喜剧恐怖,中国,粤语,1990-08-11,92分钟,7.1
1294,尸忆 屍憶,谢庭菡,谢庭菡 蔡俊彬 一濑隆重,惊悚恐怖,中国台湾日本,汉语普通话,2015-08-20(中国台湾),89分钟,6.9
1295,尼罗河上的惨案 Death on the Nile,约翰·吉勒明,安东尼·沙弗尼 阿加莎·克里斯蒂,剧情悬疑犯罪,英国,英语法语德语,1979-07(中国大陆)1978-09-29(美国),140 分钟,8.5
1296,尼罗河上的惨案 Poirot: Death on the Nile,安迪·威尔逊,阿加莎·克里斯蒂 凯文·埃尔约特,剧情悬疑犯罪,英国,英语,2004-04-12(英国),98分钟,8.4
1297,尽善尽美 As Good as It Gets,詹姆斯·L·布鲁克斯,马克·安德勒斯  詹姆斯·L·布鲁克斯,剧情喜剧爱情,美国,英语,1997-12-25,139分钟,8.2
1298,局内人 내부자들,禹民镐,禹民镐 尹太浩,剧情动作惊悚犯罪,韩国,韩语,2015-11-19(韩国)2015-12-31(导演剪辑版),130分钟,7.9
1299,屏住呼吸 Don't Breathe,费德·阿尔瓦雷兹,费德·阿尔瓦雷兹 罗多·赛亚格斯,惊悚恐怖犯罪,美国,英语,2016-03-12(西南偏南电影节)2016-08-26(美国),88分钟,7.1
1300,"屠魔战士 I, Frankenstein",斯图尔特·贝亚蒂耶,斯图尔特·贝亚蒂耶 凯文·格雷维奥斯 玛丽·雪莱,动作科幻惊悚奇幻,美国澳大利亚,英语,2015-05-26(中国大陆)2014-01-24(美国),92分钟,5.3
1301,山村老尸,梁鸿华,梁鸿华,恐怖,中国,粤语,1999-11-04(中国香港),85分钟,6.8
1302,山楂树之恋,张艺谋,尹丽川  顾小白 阿美 艾米,剧情爱情,中国,汉语普通话,2010-09-16(中国大陆),114分钟,6.9
1303,山河故人,贾樟柯,贾樟柯,剧情家庭,中国大陆法国日本,英语山西话汉语普通话上海话,2015-10-30(中国大陆)2015-05-20(戛纳电影节),126分钟(中国大陆),8.0
1304,山炮进城,崔俊杰,索墨 冯成龙 陈雷,喜剧,中国,汉语普通话,2015-10-27,93分钟,3.9
1305,岁月的童话 おもひでぽろぽろ,高畑勋,高畑勋,剧情爱情动画,日本,德语日语匈牙利语,1991-07-20(日本),118 分钟,8.6
1306,岁月神偷 歲月神偷,罗启锐,罗启锐 张婉婷,剧情家庭,中国香港中国大陆,粤语汉语普通话英语上海话法语,2010-03-11(中国香港)2010-04-16(中国大陆)2010-02-14(柏林电影节),117分钟,8.7
1307,岁月风云之上海皇帝 歲月風雲之上海皇帝,潘文杰,麦当雄 萧若元,剧情悬疑犯罪,中国,粤语,1993-01-22,150 分钟,7.9
1308,川岛芳子 川島芳子,方令正,李碧华,传记历史战争犯罪,中国,粤语汉语普通话日语,1990-07-28(中国香港),109分钟,7.2
1309,工作女郎 워킹걸,郑凡植,郑凡植,喜剧情色,韩国,韩语,2015-01-07(韩国),132分钟,6.5
1310,巨人捕手杰克 Jack the Giant Slayer,布莱恩·辛格,达伦·莱姆克 克里斯托弗·麦奎里 丹·斯塔德尼 大卫·道金,剧情奇幻冒险,美国,英语,2013-03-25(中国大陆)2013-03-01(美国),114分钟,6.2
1311,巨额来电,彭顺,柳桦,剧情犯罪,中国,汉语普通话,2017-12-08(中国大陆),123分钟,5.7
1312,巨鳄风暴 Crawl,亚历山大·阿嘉,迈克尔·拉斯姆森 肖恩·拉斯姆森,剧情惊悚灾难,美国,英语,2019-09-12(中国大陆)2019-07-12(美国),87分钟,5.6
1313,巨齿鲨 The Meg,乔·德特杜巴,迪恩·乔格瑞斯 乔·霍贝尔 埃里希·霍贝尔 史蒂夫·艾尔顿,动作科幻惊悚,美国中国大陆中国香港,英语汉语普通话泰语,2018-08-10(美国/中国大陆)2020-08-09(中国大陆重映),115分钟(中国大陆),5.7
1314,已是香港明日 Already Tomorrow in Hong Kong,丁怡瑱,丁怡瑱,喜剧爱情,美国中国香港,英语,2016-03-08(中国香港)2015-06-12(洛杉矶电影节)2016-02-12(美国),78分钟,7.1
1315,巴尔干边界 Балканский рубеж,安德烈·沃金,安德烈·阿纳金 伊凡·瑙莫夫 纳塔莉亚·纳扎洛娃,动作战争,俄罗斯塞尔维亚,俄语塞尔维亚语英语,2019-03-21(俄罗斯),151分钟,7.3
1316,巴比龙 Papillon,迈克尔·诺尔,亚伦·格兹考斯基 亨利·查理尔,剧情悬疑犯罪,美国捷克西班牙,英语西班牙语,2019-07-26(中国大陆)2017-09-07(多伦多电影节)2018-08-24(美国),133分钟,7.5
1317,巴霍巴利王2：终结 Baahubali 2: The Conclusion,S·S·拉贾穆里,曼孔布·戈帕拉克里希南 马德汉·卡尔基 C·H·维杰·库马尔 马努杰·芒塔希尔 维杰耶德拉·普拉萨德 S·S·拉贾穆里,剧情动作奇幻,印度,泰卢固语泰米尔语印地语马拉雅拉姆语,2018-05-04(中国大陆)2017-04-28(印度),167分钟,7.1
1318,巴霍巴利王：开端 Baahubali: The Beginning,S·S·拉贾穆里,维杰耶德拉·普拉萨德 S·S·拉贾穆里 C·H·维杰·库马尔 阿贾·库马尔 马德汉·卡尔基 马努杰·芒塔希尔,剧情动作奇幻,印度,泰卢固语泰米尔语印地语马拉雅拉姆语,2016-07-22(中国大陆)2015-07-10(印度),129分钟(中国大陆),7.4
1319,巴顿·芬克 Barton Fink,乔尔·科恩伊桑·科恩,伊桑·科恩 乔尔·科恩,剧情喜剧惊悚,美国英国,英语,1991-08-21(美国),116分钟,8.1
1320,巴顿将军 Patton,富兰克林·沙夫纳,弗朗西斯·福特·科波拉 埃德蒙·H·诺思,剧情传记战争,美国,英语德语法语俄语阿拉伯语,1970-02-04,172 分钟,8.2
1321,巴黎两日情 2 Days in Paris,朱莉·德尔佩,朱莉·德尔佩,剧情喜剧爱情,法国德国,英语法语,2007-05-17,96 分钟,7.1
1322,巴黎假期,阮世生,阮世生 罗耀辉 王美雪,喜剧爱情,中国,汉语普通话英语,2015-07-23(中国香港)2015-07-31(中国大陆),112分钟,5.5
1323,巴黎危机 Bastille Day,詹姆斯·瓦特金斯,安德鲁·鲍德温,剧情动作,英国法国美国卢森堡,英语法语,2016-09-20(中国大陆)2016-04-22(英国)2016-07-13(法国),92分钟,6.5
1324,巴黎圣母院 Notre Dame de Paris,Gilles Maheu,Luc Plamondon 维克多·雨果,剧情爱情音乐,法国,法语,,150分钟,9.4
1325,巴黎最后的探戈 Ultimo tango a Parigi,贝纳尔多·贝托鲁奇,阿涅斯·瓦尔达 贝纳尔多·贝托鲁奇 弗兰科·奥卡利,剧情爱情情色,意大利法国,英语法语,1972-10-14(美国),136 分钟,7.2
1326,巴黎淘气帮 Le petit Nicolas,洛朗·蒂拉尔,格雷古瓦·维涅隆 洛朗·蒂拉尔,喜剧家庭儿童,法国比利时,法语,2013-02-10(中国大陆)2009-09-30(法国),92分钟,8.6
1327,"巴黎，我爱你 Paris, je t'aime",奥利维耶·阿萨亚斯伊桑·科恩乔尔·科恩格斯·范·桑特汤姆·提克威沃尔特·塞勒斯亚历山大·佩恩杜可风热拉尔·德帕迪约阿方索·卡隆诹访敦彦希尔万·肖默韦斯·克雷文伊莎贝尔·科赛特顾伦德·查达哈文森佐·纳塔,格斯·范·桑特 伊桑·科恩 乔尔·科恩 杜可风 阿方索·卡隆 奥利维耶·阿萨亚斯 汤姆·提克威 亚历山大·佩恩 诹访敦彦 希尔万·肖默 韦斯·克雷文,剧情喜剧爱情,法国列支敦士登瑞士,英语法语西班牙语汉语普通话阿拉伯语,2006-05-18(戛纳电影节)2006-06-21(法国),120 分钟,8.3
1328,布兰卡和弹吉他的人 ブランカとギター弾き,长谷井宏纪,长谷井宏纪,剧情音乐,菲律宾日本意大利,他加禄语,2015-09-05(威尼斯电影节)2017-07-29(日本),75分钟,8.2
1329,布拉格之恋 The Unbearable Lightness of Being,菲利普·考夫曼,让-克洛德·卡里埃 菲利普·考夫曼 米兰·昆德拉,剧情爱情,美国,英语,1988-02-05(美国),171 分钟,8.2
1330,布达佩斯之恋 Gloomy Sunday - Ein Lied von Liebe und Tod,诺夫·舒贝尔,Nick Barkow 诺夫·舒贝尔 Ruth Toma,剧情爱情,德国匈牙利,德语英语匈牙利语,1999-10-21,112 分钟,8.6
1331,布鲁克林 Brooklyn,约翰·克劳利,尼克·霍恩比 科尔姆·托宾,剧情爱情,英国加拿大爱尔兰,英语,2015-01-26(圣丹斯电影节)2015-11-06(爱尔兰/英国),111分钟(英国),7.9
1332,布鲁克林秘案 Motherless Brooklyn,爱德华·诺顿,爱德华·诺顿 乔纳森·勒瑟姆,剧情犯罪,美国,英语,2019-08-30(特柳赖德电影节)2019-09-10(多伦多电影节)2019-11-01(美国,144分钟,7.0
1333,师兄撞鬼 師兄撞鬼,刘仕裕,徐正康,喜剧动作奇幻,中国,粤语,1990-07-28,95分钟,7.0
1334,师弟出马 師弟出馬,成龙,成龙 邓景生 刘天赐 童路,喜剧动作,中国,粵語,1980-02-09,101分钟,7.1
1335,希望沟壑 Hope Gap,威廉姆·尼克尔森,威廉姆·尼克尔森,剧情爱情,英国,英语,2019-09-06(多伦多电影节)2020-06-12(英国),101分钟,8.0
